Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Europe,Eastern Europe,Republic of Moldova,Offences related to drug use and/or drug possession,2018,All illicit drugs,956.0,912.0,44.0,,934.0,22.0,
Europe,South-Eastern Europe,Romania,Offences related to drug use and/or drug possession,2018,All illicit drugs,141.0,123.0,18.0,,139.0,2.0,
Europe,South-Eastern Europe,Romania,Offences related to drug trafficking,2018,All illicit drugs,651.0,583.0,68.0,,641.0,10.0,
Europe,South-Eastern Europe,Romania,Offences related to drug use and/or drug possession,2017,All illicit drugs,101.0,,,,94.0,7.0,
Europe,South-Eastern Europe,Romania,Offences related to drug trafficking,2017,All illicit drugs,787.0,,,,783.0,4.0,
Europe,South-Eastern Europe,Romania,Offences related to drug use and/or drug possession,2015,All illicit drugs,157.0,147.0,10.0,,144.0,13.0,
Europe,South-Eastern Europe,Romania,Offences related to drug trafficking,2015,All illicit drugs,871.0,780.0,91.0,,850.0,21.0,
Europe,South-Eastern Europe,Romania,Offences related to drug use and/or drug possession,2014,All illicit drugs,13.0,12.0,1.0,,12.0,1.0,
Europe,South-Eastern Europe,Romania,Offences related to drug trafficking,2014,All illicit drugs,614.0,549.0,65.0,,607.0,7.0,
Europe,South-Eastern Europe,Romania,Offences related to drug use and/or drug possession,2016,All illicit drugs,78.0,,,,78.0,0.0,
Europe,South-Eastern Europe,Romania,Offences related to drug trafficking,2016,All illicit drugs,725.0,,,,720.0,5.0,
Europe,South-Eastern Europe,Romania,Offences related to drug use and/or drug possession,2019,All illicit drugs,155.0,143.0,12.0,,154.0,1.0,
Europe,South-Eastern Europe,Romania,Offences related to drug trafficking,2019,All illicit drugs,664.0,547.0,117.0,,655.0,9.0,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2016,All illicit drugs,108258.0,98423.0,9835.0,,105673.0,2585.0,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2015,All illicit drugs,121557.0,110114.0,11443.0,,118293.0,3264.0,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2014,All illicit drugs,123300.0,111565.0,11735.0,,120104.0,3196.0,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2017,All illicit drugs,106292.0,94858.0,9263.0,,104121.0,2171.0,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2018,All illicit drugs,95683.0,86823.0,8860.0,,93759.0,1924.0,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2019,All illicit drugs,85425.0,77119.0,8306.0,,83743.0,1682.0,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,All illicit drugs,52327.0,52116.0,211.0,,52327.0,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Cannabis-type,26049.0,25954.0,95.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Opioids,16.0,16.0,0.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Cocaine-type,21.0,21.0,0.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,ATS,15844.0,15803.0,41.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Hallucinogens,1584.0,1574.0,10.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Plant-based NPS,8255.0,8190.0,65.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Crack,19.0,19.0,0.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2014,Heroin,539.0,539.0,,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,All illicit drugs,53228.0,52971.0,257.0,,53228.0,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Cannabis-type,24387.0,24265.0,122.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Opioids,24.0,24.0,,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Cocaine-type,22.0,22.0,1.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,ATS,18425.0,18391.0,34.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Hallucinogens,1833.0,1795.0,38.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Plant-based NPS,8067.0,8007.0,60.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Crack,16.0,13.0,3.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2015,Heroin,454.0,453.0,1.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2016,All illicit drugs,51483.0,51250.0,233.0,,51483.0,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2016,Cannabis-type,24674.0,24557.0,117.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2016,Opioids,438.0,429.0,9.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2016,Cocaine-type,57.0,47.0,10.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2016,ATS,15797.0,15761.0,36.0,,,,
Asia,Near and Middle East/ South-West Asia,Saudi Arabia,Offences related to drug use and/or drug possession,2016,Plant-based NPS,8200.0,8150.0,50.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2019,All illicit drugs,431.0,422.0,9.0,,431.0,0.0,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2019,Cannabis-type,352.0,346.0,6.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2019,Cocaine-type,34.0,33.0,1.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2019,ATS,1.0,1.0,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2019,Non-specified,1.0,1.0,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2019,All illicit drugs,431.0,422.0,9.0,,431.0,0.0,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2019,Cannabis-type,352.0,346.0,6.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2019,Cocaine-type,34.0,33.0,1.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2019,ATS,1.0,1.0,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2018,All illicit drugs,1976.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2018,Cannabis-type,1967.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2018,Opioids,3.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2018,Cocaine-type,2.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2018,All illicit drugs,1484.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2018,Cannabis-type,1422.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2018,Opioids,10.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2018,Cocaine-type,31.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2018,ATS,13.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2018,Pharmaceutical opioids,6.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2016,All illicit drugs,394.0,383.0,11.0,,393.0,1.0,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2016,Cannabis-type,363.0,353.0,10.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2016,Opioids,9.0,9.0,0.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2016,Cocaine-type,5.0,5.0,0.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2016,ATS,2.0,2.0,0.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2016,All illicit drugs,367.0,,,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2017,All illicit drugs,394.0,383.0,11.0,,393.0,1.0,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2017,Cannabis-type,363.0,353.0,10.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2017,Opioids,9.0,9.0,0.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2017,Cocaine-type,5.0,5.0,0.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug use and/or drug possession,2017,ATS,2.0,2.0,0.0,,,,
Africa,West and Central Africa,Senegal,Offences related to drug trafficking,2017,All illicit drugs,367.0,,,,,,
Europe,South-Eastern Europe,Serbia,Offences related to drug use and/or drug possession,2018,All illicit drugs,8232.0,7643.0,589.0,,7589.0,641.0,
Europe,South-Eastern Europe,Serbia,Offences related to drug trafficking,2018,All illicit drugs,1794.0,1697.0,97.0,,1697.0,97.0,
Europe,South-Eastern Europe,Serbia,Offences related to drug use and/or drug possession,2019,All illicit drugs,8789.0,8154.0,635.0,,8152.0,643.0,
Europe,South-Eastern Europe,Serbia,Offences related to drug trafficking,2019,All illicit drugs,1962.0,1827.0,135.0,,1869.0,93.0,
Europe,South-Eastern Europe,Serbia,Offences related to drug use and/or drug possession,2016,All illicit drugs,5376.0,4984.0,392.0,,5087.0,289.0,
Europe,South-Eastern Europe,Serbia,Offences related to drug trafficking,2016,All illicit drugs,1560.0,1472.0,88.0,,1507.0,53.0,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2014,All illicit drugs,43.0,31.0,12.0,,43.0,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2014,Cannabis-type,21.0,21.0,0.0,,,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2015,Cannabis-type,68.0,68.0,0.0,,,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2016,Cannabis-type,2.0,2.0,0.0,,,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2016,Cocaine salts,1.0,1.0,0.0,,,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2017,Cannabis-type,25.0,21.0,4.0,,,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2017,Cocaine salts,4.0,4.0,0.0,,,,
Africa,West and Central Africa,Sierra Leone,Offences related to drug trafficking,2017,Pharmaceutical opioids,4.0,3.0,1.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2017,All illicit drugs,697.0,,,,644.0,53.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2017,All illicit drugs,566.0,,,,535.0,31.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,All illicit drugs,565.0,524.0,41.0,,540.0,25.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,Cannabis-type,330.0,316.0,14.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,Opioids,32.0,28.0,4.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,Cocaine-type,5.0,4.0,1.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,ATS,169.0,149.0,20.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,Other NPS,17.0,15.0,2.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2014,Non-specified,12.0,12.0,,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,All illicit drugs,556.0,514.0,42.0,,541.0,15.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,Cannabis-type,268.0,255.0,13.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,Opioids,22.0,15.0,7.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,Cocaine-type,15.0,15.0,0.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,ATS,200.0,181.0,19.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,Other NPS,15.0,15.0,0.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2014,Non-specified,36.0,33.0,3.0,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2016,All illicit drugs,782.0,,,,729.0,53.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2016,All illicit drugs,571.0,,,,549.0,22.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2019,All illicit drugs,720.0,644.0,76.0,,658.0,62.0,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2019,All illicit drugs,662.0,588.0,74.0,,635.0,27.0,
Europe,Western and Central Europe,Slovenia,Offences related to drug use and/or drug possession,2015,All illicit drugs,3393.0,3051.0,342.0,,3017.0,376.0,
Europe,Western and Central Europe,Slovenia,Offences related to drug trafficking,2015,All illicit drugs,2093.0,1847.0,246.0,,2010.0,83.0,
Europe,Western and Central Europe,Slovenia,Offences related to drug use and/or drug possession,2014,All illicit drugs,3767.0,3380.0,387.0,,3308.0,459.0,
Europe,Western and Central Europe,Slovenia,Offences related to drug trafficking,2014,All illicit drugs,1846.0,1646.0,200.0,,1741.0,105.0,
Europe,Western and Central Europe,Slovenia,Offences related to drug use and/or drug possession,2017,All illicit drugs,4829.0,,,,,,
Europe,Western and Central Europe,Slovenia,Offences related to drug trafficking,2017,All illicit drugs,923.0,823.0,100.0,,849.0,74.0,
Europe,Western and Central Europe,Spain,Offences related to drug trafficking,2014,All illicit drugs,21581.0,18365.0,3216.0,,,,
Europe,Western and Central Europe,Spain,Offences related to drug trafficking,2014,Cannabis-type,13483.0,11612.0,1871.0,,,,
Europe,Western and Central Europe,Spain,Offences related to drug trafficking,2014,Opioids,1726.0,1288.0,438.0,,,,
Europe,Western and Central Europe,Spain,Offences related to drug trafficking,2014,Cocaine-type,6682.0,5347.0,1335.0,,,,
Europe,Western and Central Europe,Spain,Offences related to drug trafficking,2014,ATS,1481.0,1238.0,243.0,,,,
